mc	staff	LayoutBreak/subtype	Measure	voice/KeySig/accidental	voice/TimeSig/sigD	voice/TimeSig/sigN	voice/TimeSig/subtype	vspacerUp
148	21		∅					
148	22		∅					
148	23		∅					
148	24		∅					
148	25		∅					
148	26		∅					
148	27		∅					
148	28		∅					
148	29		∅					
148	30		∅					
149	1		∅					
149	2		∅					
149	3		∅					
149	4		∅					
149	5		∅					
149	6		∅					
149	7		∅					
149	8		∅					
149	9		∅					
149	10		∅					
149	11		∅					
149	12		∅					
149	13		∅					
149	14		∅					
149	15		∅					
149	16		∅					
149	17		∅					
149	18		∅					
149	19		∅					
149	20		∅					
149	21		∅					
149	22		∅					
149	23		∅					
149	24		∅					
149	25		∅					
149	26		∅					
149	27		∅					
149	28		∅					
149	29		∅					
149	30		∅					
150	1		∅					
150	2		∅					
150	3		∅					
150	4		∅					
150	5		∅					
150	6		∅					
150	7		∅					
150	8		∅					
150	9		∅					
150	10		∅					
150	11		∅					
150	12		∅					
150	13		∅					
150	14		∅					
150	15		∅					
150	16		∅					
150	17		∅					
150	18		∅					
150	19		∅					
150	20		∅					
150	21		∅					
150	22		∅					
150	23		∅					
150	24		∅					
150	25		∅					
150	26		∅					
150	27		∅					
150	28		∅					
150	29		∅					
150	30		∅					
151	1		∅					
151	2		∅					
151	3		∅					
151	4		∅					
151	5		∅					
151	6		∅					
151	7		∅					
151	8		∅					
151	9		∅					
151	10		∅					
151	11		∅					
151	12		∅					
151	13		∅					
151	14		∅					
151	15		∅					
151	16		∅					
151	17		∅					
151	18		∅					
151	19		∅					
151	20		∅					
151	21		∅					
151	22		∅					
151	23		∅					
151	24		∅					
151	25		∅					
151	26		∅					
151	27		∅					
151	28		∅					
151	29		∅					
151	30		∅					
152	1		∅					
152	2		∅					
152	3		∅					
152	4		∅					
152	5		∅					
152	6		∅					
152	7		∅					
152	8		∅					
152	9		∅					
152	10		∅					
152	11		∅					
152	12		∅					
152	13		∅					
152	14		∅					
152	15		∅					
152	16		∅					
152	17		∅					
152	18		∅					
152	19		∅					
152	20		∅					
152	21		∅					
152	22		∅					
152	23		∅					
152	24		∅					
152	25		∅					
152	26		∅					
152	27		∅					
152	28		∅					
152	29		∅					
152	30		∅					
153	1		∅					
153	2		∅					
153	3		∅					
153	4		∅					
153	5		∅					
153	6		∅					
153	7		∅					
153	8		∅					
153	9		∅					
153	10		∅					
153	11		∅					
153	12		∅					
153	13		∅					
153	14		∅					
153	15		∅					
153	16		∅					
153	17		∅					
153	18		∅					
153	19		∅					
153	20		∅					
153	21		∅					
153	22		∅					
153	23		∅					
153	24		∅					
153	25		∅					
153	26		∅					
153	27		∅					
153	28		∅					
153	29		∅					
153	30		∅					
154	1		∅					
154	2		∅					
154	3		∅					
154	4		∅					
154	5		∅					
154	6		∅					
154	7		∅					
154	8		∅					
154	9		∅					
154	10		∅					
154	11		∅					
154	12		∅					
154	13		∅					
154	14		∅					
154	15		∅					
154	16		∅					
154	17		∅					
154	18		∅					
154	19		∅					
154	20		∅					
154	21		∅					
154	22		∅					
154	23		∅					
154	24		∅					
154	25		∅					
154	26		∅					
154	27		∅					
154	28		∅					
154	29		∅					
154	30		∅					
155	1		∅					
155	2		∅					
155	3		∅					
155	4		∅					
155	5		∅					
155	6		∅					
155	7		∅					
155	8		∅					
155	9		∅					
155	10		∅					
155	11		∅					
155	12		∅					
155	13		∅					
155	14		∅					
155	15		∅					
155	16		∅					
155	17		∅					
155	18		∅					
155	19		∅					
155	20		∅					
155	21		∅					
155	22		∅					
155	23		∅					
155	24		∅					
155	25		∅					
155	26		∅					
155	27		∅					
155	28		∅					
155	29		∅					
155	30		∅					
156	1		∅					
156	2		∅					
156	3		∅					
156	4		∅					
156	5		∅					
156	6		∅					
156	7		∅					
156	8		∅					
156	9		∅					
156	10		∅					
156	11		∅					
156	12		∅					
156	13		∅					
156	14		∅					
156	15		∅					
156	16		∅					
156	17		∅					
156	18		∅					
156	19		∅					
156	20		∅					
156	21		∅					
156	22		∅					
156	23		∅					
156	24		∅					
156	25		∅					
156	26		∅					
156	27		∅					
156	28		∅					
156	29		∅					
156	30		∅					
157	1		∅					
157	2		∅					
157	3		∅					
157	4		∅					
157	5		∅					
157	6		∅					
157	7		∅					
157	8		∅					
157	9		∅					
157	10		∅					
157	11		∅					
157	12		∅					
157	13		∅					
157	14		∅					
157	15		∅					
157	16		∅					
157	17		∅					
157	18		∅					
157	19		∅					
157	20		∅					
157	21		∅					
157	22		∅					
157	23		∅					
157	24		∅					
157	25		∅					
157	26		∅					
157	27		∅					
157	28		∅					
157	29		∅					
157	30		∅					
158	1	line						
158	2		∅					
158	3		∅					
158	4		∅					
158	5		∅					
158	6		∅					
158	7		∅					
158	8		∅					
158	9		∅					
158	10		∅					
158	11		∅					
158	12		∅					
158	13		∅					
158	14		∅					
158	15		∅					
158	16		∅					
158	17		∅					
158	18		∅					
158	19		∅					
158	20		∅					
158	21		∅					
158	22		∅					
158	23		∅					
158	24		∅					
158	25		∅					
158	26		∅					
158	27		∅					
158	28		∅					
158	29		∅					
158	30		∅					
159	1		∅					
159	2		∅					
159	3		∅					
159	4		∅					
159	5		∅					
159	6		∅					
159	7		∅					
159	8		∅					
159	9		∅					
159	10		∅					
159	11		∅					
159	12		∅					
159	13		∅					
159	14		∅					
159	15		∅					
159	16		∅					
159	17		∅					
159	18		∅					
159	19		∅					
159	20		∅					
159	21							6.78419
159	22		∅					
159	23		∅					
159	24		∅					
159	25		∅					
159	26		∅					
159	27		∅					
159	28		∅					
159	29		∅					
159	30		∅					
160	1		∅					
160	2		∅					
160	3		∅					
160	4		∅					
160	5		∅					
160	6		∅					
160	7		∅					
160	8		∅					
160	9		∅					
160	10		∅					
160	11		∅					
160	12		∅					
160	13		∅					
160	14		∅					
160	15		∅					
160	16		∅					
160	17		∅					
160	18		∅					
160	19		∅					
160	20		∅					
160	21		∅					
160	22		∅					
160	23		∅					
160	24		∅					
160	25		∅					
160	26		∅					
160	27		∅					
160	28		∅					
160	29		∅					
160	30		∅					
161	1		∅					
161	2		∅					
161	3		∅					
161	4		∅					
161	5		∅					
161	6		∅					
161	7		∅					
161	8		∅					
161	9		∅					
161	10		∅					
161	11		∅					
161	12		∅					
161	13		∅					
161	14		∅					
161	15		∅					
161	16		∅					
161	17		∅					
161	18		∅					
161	19		∅					
161	20		∅					
161	21		∅					
161	22		∅					
161	23		∅					
161	24		∅					
161	25		∅					
161	26		∅					
161	27		∅					
161	28		∅					
161	29		∅					
161	30		∅					
162	1		∅					
162	2		∅					
162	3		∅					
162	4		∅					
162	5		∅					
162	6		∅					
162	7		∅					
162	8		∅					
162	9		∅					
162	10		∅					
162	11		∅					
162	12		∅					
162	13		∅					
162	14		∅					
162	15		∅					
162	16		∅					
162	17		∅					
162	18		∅					
162	19		∅					
162	20		∅					
162	21		∅					
162	22		∅					
162	23		∅					
162	24		∅					
162	25		∅					
162	26		∅					
162	27		∅					
162	28		∅					
162	29		∅					
162	30		∅					
163	1		∅					
163	2		∅					
163	3		∅					
163	4		∅					
163	5		∅					
163	6		∅					
163	7		∅					
163	8		∅					
163	9		∅					
163	10		∅					
163	11		∅					
163	12		∅					
163	13		∅					
163	14		∅					
163	15		∅					
163	16		∅					
163	17		∅					
163	18		∅					
163	19		∅					
163	20		∅					
163	21		∅					
163	22		∅					
163	23		∅					
163	24		∅					
163	25		∅					
163	26		∅					
163	27		∅					
163	28		∅					
163	29		∅					
163	30		∅					
164	1		∅					
164	2		∅					
164	3		∅					
164	4		∅					
164	5		∅					
164	6		∅					
164	7		∅					
164	8		∅					
164	9		∅					
164	10		∅					
164	11		∅					
164	12		∅					
164	13		∅					
164	14		∅					
164	15		∅					
164	16		∅					
164	17		∅					
164	18		∅					
164	19		∅					
164	20		∅					
164	21		∅					
164	22		∅					
164	23		∅					
164	24		∅					
164	25		∅					
164	26		∅					
164	27		∅					
164	28		∅					
164	29		∅					
164	30		∅					
165	1		∅					
165	2		∅					
165	3		∅					
165	4		∅					
165	5		∅					
165	6		∅					
165	7		∅					
165	8		∅					
165	9		∅					
165	10		∅					
165	11		∅					
165	12		∅					
165	13		∅					
165	14		∅					
165	15		∅					
165	16		∅					
165	17		∅					
165	18		∅					
165	19		∅					
165	20		∅					
165	21		∅					
165	22		∅					
165	23		∅					
165	24		∅					
165	25		∅					
165	26		∅					
165	27		∅					
165	28		∅					
165	29		∅					
165	30		∅					
166	1		∅					
166	2		∅					
166	3		∅					
166	4		∅					
166	5		∅					
166	6		∅					
166	7		∅					
166	8		∅					
166	9		∅					
166	10		∅					
166	11		∅					
166	12		∅					
166	13		∅					
166	14		∅					
166	15		∅					
166	16		∅					
166	17		∅					
166	18		∅					
166	19		∅					
166	20		∅					
166	21		∅					
166	22		∅					
166	23		∅					
166	24		∅					
166	25		∅					
166	26		∅					
166	27		∅					
166	28		∅					
166	29		∅					
166	30		∅					
167	1		∅					
167	2		∅					
167	3		∅					
167	4		∅					
167	5		∅					
167	6		∅					
167	7		∅					
167	8		∅					
167	9		∅					
167	10		∅					
167	11		∅					
167	12		∅					
167	13		∅					
167	14		∅					
167	15		∅					
167	16		∅					
167	17		∅					
167	18		∅					
167	19		∅					
167	20		∅					
167	21		∅					
167	22		∅					
167	23		∅					
167	24		∅					
167	25		∅					
167	26		∅					
167	27		∅					
167	28		∅					
167	29		∅					
167	30		∅					
168	1		∅					
168	2		∅					
168	3		∅					
168	4		∅					
168	5		∅					
168	6		∅					
168	7		∅					
168	8		∅					
168	9		∅					
168	10		∅					
168	11		∅					
168	12		∅					
168	13		∅					
168	14		∅					
168	15		∅					
168	16		∅					
168	17		∅					
168	18		∅					
168	19		∅					
168	20		∅					
168	21		∅					
168	22		∅					
168	23		∅					
168	24		∅					
168	25		∅					
168	26		∅					
168	27		∅					
168	28		∅					
168	29		∅					
168	30		∅					
169	1		∅					
169	2		∅					
169	3		∅					
169	4		∅					
169	5		∅					
169	6		∅					
169	7		∅					
169	8		∅					
169	9		∅					
169	10		∅					
169	11		∅					
169	12		∅					
169	13		∅					
169	14		∅					
169	15		∅					
169	16		∅					
169	17		∅					
169	18		∅					
169	19		∅					
169	20		∅					
169	21		∅					
169	22		∅					
169	23		∅					
169	24		∅					
169	25		∅					
169	26		∅					
169	27		∅					
169	28		∅					
169	29		∅					
169	30		∅					
170	1	line						
170	2		∅					
170	3		∅					
170	4		∅					
170	5		∅					
170	6		∅					
170	7		∅					
170	8		∅					
170	9		∅					
170	10		∅					
170	11		∅					
170	12		∅					
170	13		∅					
170	14		∅					
170	15		∅					
170	16		∅					
170	17		∅					
170	18		∅					
170	19		∅					
170	20		∅					
170	21		∅					
170	22		∅					
170	23		∅					
170	24		∅					
170	25		∅					
170	26		∅					
170	27		∅					
170	28		∅					
170	29		∅					
170	30		∅					
171	1		∅					
171	2		∅					
171	3		∅					
171	4		∅					
171	5		∅					
171	6		∅					
171	7		∅					
171	8		∅					
171	9		∅					
171	10		∅					
171	11		∅					
171	12		∅					
171	13		∅					
171	14		∅					
171	15		∅					
171	16		∅					
171	17		∅					
171	18		∅					
171	19		∅					
171	20		∅					
171	21							6.78419
171	22		∅					
171	23		∅					
171	24		∅					
171	25		∅					
171	26		∅					
171	27		∅					
171	28		∅					
171	29		∅					
171	30		∅					
172	1		∅					
172	2		∅					
172	3		∅					
172	4		∅					
172	5		∅					
172	6		∅					
172	7		∅					
172	8		∅					
172	9		∅					
172	10		∅					
172	11		∅					
172	12		∅					
172	13		∅					
172	14		∅					
172	15		∅					
172	16		∅					
172	17		∅					
172	18		∅					
172	19		∅					
172	20		∅					
172	21		∅					
172	22		∅					
172	23		∅					
172	24		∅					
172	25		∅					
172	26		∅					
172	27		∅					
172	28		∅					
172	29		∅					
172	30		∅					
173	1		∅					
173	2		∅					
173	3		∅					
173	4		∅					
173	5		∅					
173	6		∅					
173	7		∅					
173	8		∅					
173	9		∅					
173	10		∅					
173	11		∅					
173	12		∅					
173	13		∅					
173	14		∅					
173	15		∅					
173	16		∅					
173	17		∅					
173	18		∅					
173	19		∅					
173	20		∅					
173	21		∅					
173	22		∅					
173	23		∅					
173	24		∅					
173	25		∅					
173	26		∅					
173	27		∅					
173	28		∅					
173	29		∅					
173	30		∅					
174	1		∅					
174	2		∅					
174	3		∅					
174	4		∅					
174	5		∅					
174	6		∅					
174	7		∅					
174	8		∅					
174	9		∅					
174	10		∅					
174	11		∅					
174	12		∅					
174	13		∅					
174	14		∅					
174	15		∅					
174	16		∅					
174	17		∅					
174	18		∅					
174	19		∅					
174	20		∅					
174	21		∅					
174	22		∅					
174	23		∅					
174	24		∅					
174	25		∅					
174	26		∅					
174	27		∅					
174	28		∅					
174	29		∅					
174	30		∅					
175	1		∅					
175	2		∅					
175	3		∅					
175	4		∅					
175	5		∅					
175	6		∅					
175	7		∅					
175	8		∅					
175	9		∅					
175	10		∅					
175	11		∅					
175	12		∅					
175	13		∅					
175	14		∅					
175	15		∅					
175	16		∅					
175	17		∅					
175	18		∅					
175	19		∅					
175	20		∅					
175	21		∅					
175	22		∅					
175	23		∅					
175	24		∅					
175	25		∅					
175	26		∅					
175	27		∅					
175	28		∅					
175	29		∅					
175	30		∅					
176	1		∅					
176	2		∅					
176	3		∅					
176	4		∅					
176	5		∅					
176	6		∅					
176	7		∅					
176	8		∅					
176	9		∅					
176	10		∅					
176	11		∅					
176	12		∅					
176	13		∅					
176	14		∅					
176	15		∅					
176	16		∅					
176	17		∅					
176	18		∅					
176	19		∅					
176	20		∅					
176	21		∅					
176	22		∅					
176	23		∅					
176	24		∅					
176	25		∅					
176	26		∅					
176	27		∅					
176	28		∅					
176	29		∅					
176	30		∅					
177	1		∅					
177	2		∅					
177	3		∅					
177	4		∅					
177	5		∅					
177	6		∅					
177	7		∅					
177	8		∅					
177	9		∅					
177	10		∅					
177	11		∅					
177	12		∅					
177	13		∅					
177	14		∅					
177	15		∅					
177	16		∅					
177	17		∅					
177	18		∅					
177	19		∅					
177	20		∅					
177	21		∅					
177	22		∅					
177	23		∅					
177	24		∅					
177	25		∅					
177	26		∅					
177	27		∅					
177	28		∅					
177	29		∅					
177	30		∅					
178	1		∅					
178	2		∅					
178	3		∅					
178	4		∅					
178	5		∅					
178	6		∅					
178	7		∅					
178	8		∅					
178	9		∅					
178	10		∅					
178	11		∅					
178	12		∅					
178	13		∅					
178	14		∅					
178	15		∅					
178	16		∅					
178	17		∅					
178	18		∅					
178	19		∅					
178	20		∅					
178	21		∅					
178	22		∅					
178	23		∅					
178	24		∅					
178	25		∅					
178	26		∅					
178	27		∅					
178	28		∅					
178	29		∅					
178	30		∅					
179	1		∅					
179	2		∅					
179	3		∅					
179	4		∅					
179	5		∅					
179	6		∅					
179	7		∅					
179	8		∅					
179	9		∅					
179	10		∅					
179	11		∅					
179	12		∅					
179	13		∅					
179	14		∅					
179	15		∅					
179	16		∅					
179	17		∅					
179	18		∅					
179	19		∅					
179	20		∅					
179	21		∅					
179	22		∅					
179	23		∅					
179	24		∅					
179	25		∅					
179	26		∅					
179	27		∅					
179	28		∅					
179	29		∅					
179	30		∅					
180	1		∅					
180	2		∅					
180	3		∅					
180	4		∅					
180	5		∅					
180	6		∅					
180	7		∅					
180	8		∅					
180	9		∅					
180	10		∅					
180	11		∅					
180	12		∅					
180	13		∅					
180	14		∅					
180	15		∅					
180	16		∅					
180	17		∅					
180	18		∅					
180	19		∅					
180	20		∅					
180	21		∅					
180	22		∅					
180	23		∅					
180	24		∅					
180	25		∅					
180	26		∅					
180	27		∅					
180	28		∅					
180	29		∅					
180	30		∅					
181	1		∅					
181	2		∅					
181	3		∅					
181	4		∅					
181	5		∅					
181	6		∅					
181	7		∅					
181	8		∅					
181	9		∅					
181	10		∅					
181	11		∅					
181	12		∅					
181	13		∅					
181	14		∅					
181	15		∅					
181	16		∅					
181	17		∅					
181	18		∅					
181	19		∅					
181	20		∅					
181	21		∅					
181	22		∅					
181	23		∅					
181	24		∅					
181	25		∅					
181	26		∅					
181	27		∅					
181	28		∅					
181	29		∅					
181	30		∅					
182	1		∅					
182	2		∅					
182	3		∅					
182	4		∅					
182	5		∅					
182	6		∅					
182	7		∅					
182	8		∅					
182	9		∅					
182	10		∅					
182	11		∅					
182	12		∅					
182	13		∅					
182	14		∅					
182	15		∅					
182	16		∅					
182	17		∅					
182	18		∅					
182	19		∅					
182	20		∅					
182	21		∅					
182	22		∅					
182	23		∅					
182	24		∅					
182	25		∅					
182	26		∅					
182	27		∅					
182	28		∅					
182	29		∅					
182	30		∅					
183	1	line						
183	2		∅					
183	3		∅					
183	4		∅					
183	5		∅					
183	6		∅					
183	7		∅					
183	8		∅					
183	9		∅					
183	10		∅					
183	11		∅					
183	12		∅					
183	13		∅					
183	14		∅					
183	15		∅					
183	16		∅					
183	17		∅					
183	18		∅					
183	19		∅					
183	20		∅					
183	21		∅					
183	22		∅					
183	23		∅					
183	24		∅					
183	25		∅					
183	26		∅					
183	27		∅					
183	28		∅					
183	29		∅					
183	30		∅					
184	1		∅					
184	2		∅					
184	3		∅					
184	4		∅					
184	5		∅					
184	6		∅					
184	7		∅					
184	8		∅					
184	9		∅					
184	10		∅					
184	11		∅					
184	12		∅					
184	13		∅					
184	14		∅					
184	15		∅					
184	16		∅					
184	17		∅					
184	18		∅					
184	19		∅					
184	20		∅					
184	21							6.78419
184	22		∅					
184	23		∅					
184	24		∅					
184	25		∅					
184	26		∅					
184	27		∅					
184	28		∅					
184	29		∅					
184	30		∅					
185	1		∅					
185	2		∅					
185	3		∅					
185	4		∅					
185	5		∅					
185	6		∅					
185	7		∅					
185	8		∅					
185	9		∅					
185	10		∅					
185	11		∅					
185	12		∅					
185	13		∅					
185	14		∅					
185	15		∅					
185	16		∅					
185	17		∅					
185	18		∅					
185	19		∅					
185	20		∅					
185	21		∅					
185	22		∅					
185	23		∅					
185	24		∅					
185	25		∅					
185	26		∅					
185	27		∅					
185	28		∅					
185	29		∅					
185	30		∅					
186	1		∅					
186	2		∅					
186	3		∅					
186	4		∅					
186	5		∅					
186	6		∅					
186	7		∅					
186	8		∅					
186	9		∅					
186	10		∅					
186	11		∅					
186	12		∅					
186	13		∅					
186	14		∅					
186	15		∅					
186	16		∅					
186	17		∅					
186	18		∅					
186	19		∅					
186	20		∅					
186	21		∅					
186	22		∅					
186	23		∅					
186	24		∅					
186	25		∅					
186	26		∅					
186	27		∅					
186	28		∅					
186	29		∅					
186	30		∅					
187	1		∅					
187	2		∅					
187	3		∅					
187	4		∅					
187	5		∅					
187	6		∅					
187	7		∅					
187	8		∅					
187	9		∅					
187	10		∅					
187	11		∅					
187	12		∅					
187	13		∅					
187	14		∅					
187	15		∅					
187	16		∅					
187	17		∅					
187	18		∅					
187	19		∅					
187	20		∅					
187	21		∅					
187	22		∅					
187	23		∅					
187	24		∅					
187	25		∅					
187	26		∅					
187	27		∅					
187	28		∅					
187	29		∅					
187	30		∅					
188	1		∅					
188	2		∅					
188	3		∅					
188	4		∅					
188	5		∅					
188	6		∅					
188	7		∅					
188	8		∅					
188	9		∅					
188	10		∅					
188	11		∅					
188	12		∅					
188	13		∅					
188	14		∅					
188	15		∅					
188	16		∅					
188	17		∅					
188	18		∅					
188	19		∅					
188	20		∅					
188	21		∅					
188	22		∅					
188	23		∅					
188	24		∅					
188	25		∅					
188	26		∅					
188	27		∅					
188	28		∅					
188	29		∅					
188	30		∅					
189	1		∅					
189	2		∅					
189	3		∅					
189	4		∅					
189	5		∅					
189	6		∅					
189	7		∅					
189	8		∅					
189	9		∅					
189	10		∅					
189	11		∅					
189	12		∅					
189	13		∅					
189	14		∅					
189	15		∅					
189	16		∅					
189	17		∅					
189	18		∅					
189	19		∅					
189	20		∅					
189	21		∅					
189	22		∅					
189	23		∅					
189	24		∅					
189	25		∅					
189	26		∅					
189	27		∅					
189	28		∅					
189	29		∅					
189	30		∅					
190	1		∅					
190	2		∅					
190	3		∅					
190	4		∅					
190	5		∅					
190	6		∅					
190	7		∅					
190	8		∅					
190	9		∅					
190	10		∅					
190	11		∅					
190	12		∅					
190	13		∅					
190	14		∅					
190	15		∅					
190	16		∅					
190	17		∅					
190	18		∅					
190	19		∅					
190	20		∅					
190	21		∅					
190	22		∅					
190	23		∅					
190	24		∅					
190	25		∅					
190	26		∅					
190	27		∅					
190	28		∅					
190	29		∅					
190	30		∅					
191	1		∅					
191	2		∅					
191	3		∅					
191	4		∅					
191	5		∅					
191	6		∅					
191	7		∅					
191	8		∅					
191	9		∅					
191	10		∅					
191	11		∅					
191	12		∅					
191	13		∅					
191	14		∅					
191	15		∅					
191	16		∅					
191	17		∅					
191	18		∅					
191	19		∅					
191	20		∅					
191	21		∅					
191	22		∅					
191	23		∅					
191	24		∅					
191	25		∅					
191	26		∅					
191	27		∅					
191	28		∅					
191	29		∅					
191	30		∅					
192	1		∅					
192	2		∅					
192	3		∅					
192	4		∅					
192	5		∅					
192	6		∅					
192	7		∅					
192	8		∅					
192	9		∅					
192	10		∅					
192	11		∅					
192	12		∅					
192	13		∅					
192	14		∅					
192	15		∅					
192	16		∅					
192	17		∅					
192	18		∅					
192	19		∅					
192	20		∅					
192	21		∅					
192	22		∅					
192	23		∅					
192	24		∅					
192	25		∅					
192	26		∅					
192	27		∅					
192	28		∅					
192	29		∅					
192	30		∅					
193	1		∅					
193	2		∅					
193	3		∅					
193	4		∅					
193	5		∅					
193	6		∅					
193	7		∅					
193	8		∅					
193	9		∅					
193	10		∅					
193	11		∅					
193	12		∅					
193	13		∅					
193	14		∅					
193	15		∅					
193	16		∅					
193	17		∅					
193	18		∅					
193	19		∅					
193	20		∅					
193	21		∅					
193	22		∅					
193	23		∅					
193	24		∅					
193	25		∅					
193	26		∅					
193	27		∅					
193	28		∅					
193	29		∅					
193	30		∅					
194	1		∅					
194	2		∅					
194	3		∅					
194	4		∅					
194	5		∅					
194	6		∅					
194	7		∅					
194	8		∅					
194	9		∅					
194	10		∅					
194	11		∅					
194	12		∅					
194	13		∅					
194	14		∅					
194	15		∅					
194	16		∅					
194	17		∅					
194	18		∅					
194	19		∅					
194	20		∅					
194	21		∅					
194	22		∅					
194	23		∅					
194	24		∅					
194	25		∅					
194	26		∅					
194	27		∅					
194	28		∅					
194	29		∅					
194	30		∅					
195	1	line						
195	2		∅					
195	3		∅					
195	4		∅					
195	5		∅					
195	6		∅					
195	7		∅					
195	8		∅					
195	9		∅					
195	10		∅					
195	11		∅					
195	12		∅					
195	13		∅					
195	14		∅					
195	15		∅					
195	16		∅					
195	17		∅					
195	18		∅					
195	19		∅					
195	20		∅					
195	21		∅					
195	22		∅					
195	23		∅					
195	24		∅					
195	25		∅					
195	26		∅					
195	27		∅					
195	28		∅					
195	29		∅					
195	30		∅					
196	1		∅					
196	2		∅					
196	3		∅					
196	4		∅					
196	5		∅					
196	6		∅					
196	7		∅					
196	8		∅					
196	9		∅					
196	10		∅					
196	11		∅					
196	12		∅					
196	13		∅					
196	14		∅					
196	15		∅					
196	16		∅					
196	17		∅					
196	18		∅					
196	19		∅					
196	20		∅					
196	21							6.78419
196	22		∅					
196	23		∅					
196	24		∅					
196	25		∅					
196	26		∅					
196	27		∅					
196	28		∅					
196	29		∅					
196	30		∅					
197	1		∅					
197	2		∅					
197	3		∅					
197	4		∅					
197	5		∅					
197	6		∅					
197	7		∅					
197	8		∅					
197	9		∅					
197	10		∅					
197	11		∅					
197	12		∅					
197	13		∅					
197	14		∅					
197	15		∅					
197	16		∅					
197	17		∅					
197	18		∅					
197	19		∅					
197	20		∅					
197	21		∅					
197	22		∅					
197	23		∅					
197	24		∅					
197	25		∅					
197	26		∅					
197	27		∅					
197	28		∅					
197	29		∅					
197	30		∅					
198	1		∅					
198	2		∅					
198	3		∅					
198	4		∅					
198	5		∅					
198	6		∅					
198	7		∅					
198	8		∅					
198	9		∅					
198	10		∅					
198	11		∅					
198	12		∅					
198	13		∅					
198	14		∅					
198	15		∅					
198	16		∅					
198	17		∅					
198	18		∅					
198	19		∅					
198	20		∅					
198	21		∅					
198	22		∅					
198	23		∅					
198	24		∅					
198	25		∅					
198	26		∅					
198	27		∅					
198	28		∅					
198	29		∅					
198	30		∅					
199	1		∅					
199	2		∅					
199	3		∅					
199	4		∅					
199	5		∅					
199	6		∅					
199	7		∅					
199	8		∅					
199	9		∅					
199	10		∅					
199	11		∅					
199	12		∅					
199	13		∅					
199	14		∅					
199	15		∅					
199	16		∅					
199	17		∅					
199	18		∅					
199	19		∅					
199	20		∅					
199	21		∅					
199	22		∅					
199	23		∅					
199	24		∅					
199	25		∅					
199	26		∅					
199	27		∅					
199	28		∅					
199	29		∅					
199	30		∅					
200	1		∅					
200	2		∅					
200	3		∅					
200	4		∅					
200	5		∅					
200	6		∅					
200	7		∅					
200	8		∅					
200	9		∅					
200	10		∅					
200	11		∅					
200	12		∅					
200	13		∅					
200	14		∅					
200	15		∅					
200	16		∅					
200	17		∅					
200	18		∅					
200	19		∅					
200	20		∅					
200	21		∅					
200	22		∅					
200	23		∅					
200	24		∅					
200	25		∅					
200	26		∅					
200	27		∅					
200	28		∅					
200	29		∅					
200	30		∅					
201	1		∅					
201	2		∅					
201	3		∅					
201	4		∅					
201	5		∅					
201	6		∅					
201	7		∅					
201	8		∅					
201	9		∅					
201	10		∅					
201	11		∅					
201	12		∅					
201	13		∅					
201	14		∅					
201	15		∅					
201	16		∅					
201	17		∅					
201	18		∅					
201	19		∅					
201	20		∅					
201	21		∅					
201	22		∅					
201	23		∅					
201	24		∅					
201	25		∅					
201	26		∅					
201	27		∅					
201	28		∅					
201	29		∅					
201	30		∅					
202	1		∅					
202	2		∅					
202	3		∅					
202	4		∅					
202	5		∅					
202	6		∅					
202	7		∅					
202	8		∅					
202	9		∅					
202	10		∅					
202	11		∅					
202	12		∅					
202	13		∅					
202	14		∅					
202	15		∅					
202	16		∅					
202	17		∅					
202	18		∅					
202	19		∅					
202	20		∅					
202	21		∅					
202	22		∅					
202	23		∅					
202	24		∅					
202	25		∅					
202	26		∅					
202	27		∅					
202	28		∅					
202	29		∅					
202	30		∅					
203	1		∅					
203	2		∅					
203	3		∅					
203	4		∅					
203	5		∅					
203	6		∅					
203	7		∅					
203	8		∅					
203	9		∅					
203	10		∅					
203	11		∅					
203	12		∅					
203	13		∅					
203	14		∅					
203	15		∅					
203	16		∅					
203	17		∅					
203	18		∅					
203	19		∅					
203	20		∅					
203	21		∅					
203	22		∅					
203	23		∅					
203	24		∅					
203	25		∅					
203	26		∅					
203	27		∅					
203	28		∅					
203	29		∅					
203	30		∅					
204	1		∅					
204	2		∅					
204	3		∅					
204	4		∅					
204	5		∅					
204	6		∅					
204	7		∅					
204	8		∅					
204	9		∅					
204	10		∅					
204	11		∅					
204	12		∅					
204	13		∅					
204	14		∅					
204	15		∅					
204	16		∅					
204	17		∅					
204	18		∅					
204	19		∅					
204	20		∅					
204	21		∅					
204	22		∅					
204	23		∅					
204	24		∅					
204	25		∅					
204	26		∅					
204	27		∅					
204	28		∅					
204	29		∅					
204	30		∅					
205	1		∅					
205	2		∅					
205	3		∅					
205	4		∅					
205	5		∅					
205	6		∅					
205	7		∅					
205	8		∅					
205	9		∅					
205	10		∅					
205	11		∅					
205	12		∅					
205	13		∅					
205	14		∅					
205	15		∅					
205	16		∅					
205	17		∅					
205	18		∅					
205	19		∅					
205	20		∅					
205	21		∅					
205	22		∅					
205	23		∅					
205	24		∅					
205	25		∅					
205	26		∅					
205	27		∅					
205	28		∅					
205	29		∅					
205	30		∅					
206	1		∅					
206	2		∅					
206	3		∅					
206	4		∅					
206	5		∅					
206	6		∅					
206	7		∅					
206	8		∅					
206	9		∅					
206	10		∅					
206	11		∅					
206	12		∅					
206	13		∅					
206	14		∅					
206	15		∅					
206	16		∅					
206	17		∅					
206	18		∅					
206	19		∅					
206	20		∅					
